Organism	ID-LBS-ENR-E1_S23_L001	ID-LBS-ENR-E1_S23_L002	ID-LBS-SG_S46_L001	ID-LBS-SG_S46_L002	LS10-ENR-E1_S10_L001	LS10-ENR-E1_S10_L002	LS10-SG_S33_L001	LS10-SG_S33_L002	LS11-ENR-E1_S11_L001	LS11-ENR-E1_S11_L002	LS11-SG_S34_L001	LS11-SG_S34_L002	LS12-ENR-E1_S12_L001	LS12-ENR-E1_S12_L002	LS12-SG_S35_L001	LS12-SG_S35_L002	LS13-ENR-E1_S13_L001	LS13-ENR-E1_S13_L002	LS13-SG_S36_L001	LS13-SG_S36_L002	LS14-ENR-E1_S14_L001	LS14-ENR-E1_S14_L002	LS14-SG_S37_L001	LS14-SG_S37_L002	LS15-ENR-E1_S15_L001	LS15-ENR-E1_S15_L002	LS15-SG_S38_L001	LS15-SG_S38_L002	LS16-ENR-E1_S16_L001	LS16-ENR-E1_S16_L002	LS16-SG_S39_L001	LS16-SG_S39_L002	LS17-ENR-E1_S17_L001	LS17-ENR-E1_S17_L002	LS17-SG_S40_L001	LS17-SG_S40_L002	LS18-ENR-E1_S18_L001	LS18-ENR-E1_S18_L002	LS18-SG_S41_L001	LS18-SG_S41_L002	LS19-ENR-E1_S19_L001	LS19-ENR-E1_S19_L002	LS19-SG_S42_L001	LS19-SG_S42_L002	LS1-ENR-E1_S1_L001	LS1-ENR-E1_S1_L002	LS1-SG_S24_L001	LS1-SG_S24_L002	LS20-ENR-E1_S20_L001	LS20-ENR-E1_S20_L002	LS20-SG_S43_L001	LS20-SG_S43_L002	LS21-ENR-E1_S2_L001	LS21-ENR-E1_S2_L002	LS21-SG_S1_L001	LS21-SG_S1_L002	LS22-ENR-E1_S21_L001	LS22-ENR-E1_S21_L002	LS22-SG_S44_L001	LS22-SG_S44_L002	LS23-ENR-E1_S22_L001	LS23-ENR-E1_S22_L002	LS23-SG_S45_L001	LS23-SG_S45_L002	LS2-ENR-E1_S2_L001	LS2-ENR-E1_S2_L002	LS2-SG_S25_L001	LS2-SG_S25_L002	LS3-ENR-E1_S3_L001	LS3-ENR-E1_S3_L002	LS3-SG_S26_L001	LS3-SG_S26_L002	LS4-ENR-E1_S4_L001	LS4-ENR-E1_S4_L002	LS4-SG_S27_L001	LS4-SG_S27_L002	LS5-ENR-E1_S5_L001	LS5-ENR-E1_S5_L002	LS5-SG_S28_L001	LS5-SG_S28_L002	LS6-ENR-E1_S6_L001	LS6-ENR-E1_S6_L002	LS6-SG_S29_L001	LS6-SG_S29_L002	LS7-ENR-E1_S7_L001	LS7-ENR-E1_S7_L002	LS7-SG_S30_L001	LS7-SG_S30_L002	LS8-ENR-E1_S8_L001	LS8-ENR-E1_S8_L002	LS8-SG_S31_L001	LS8-SG_S31_L002	LS9-ENR-E1_S9_L001	LS9-ENR-E1_S9_L002	LS9-SG_S32_L001	LS9-SG_S32_L002
Escherichia|coli|562.15210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	0	0	0	0	0	0	7	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.16428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	11	15	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.16465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	6	10	0	0	0	0	0	0	23	21	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.16466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0	12	10	0	0	0	0	0	0	50	72	0	0	12	8	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Escherichia|coli|562.16467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	7	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.16499	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	1	0	0	0	0	0	0	12	13	0	0	2	2	0	0	32	17	0	0	0	0	0	0	84	86	0	0	12	7	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	6	4	0	0	0	0	0	0	0	0
Escherichia|coli|562.17359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	9	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Escherichia|coli|562.17710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	4	0	0	1	0	0	0	5	7	0	0	0	0	0	0	24	27	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.17711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	10	5	0	0	0	0	0	0	19	32	0	0	9	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Escherichia|coli|562.17734	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	15	12	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.17735	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	6	4	0	0	1	0	0	0	8	13	0	0	0	0	0	0	47	33	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Escherichia|coli|562.18998	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	17	9	0	0	0	0	0	0	0	0	0	0	10	9	0	0	1	0	0	0	15	16	0	0	0	0	0	0	67	74	0	0	12	6	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	1	0
Escherichia|coli|562.19158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	11	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.19192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	13	14	0	0	0	0	0	0	50	57	0	0	10	11	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0
Escherichia|coli|562.19193	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	1	0	0	8	7	0	0	0	0	0	0	40	42	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
Escherichia|coli|562.19574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	4	7	0	0	0	0	0	0	24	33	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.20516	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	8	7	0	0	0	0	0	0	33	32	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.20517	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	2	0	0	7	3	0	0	0	0	0	0	25	25	0	0	3	8	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
Escherichia|coli|562.22306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	6	11	0	0	0	0	0	0	27	21	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.22307	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	4	2	0	0	0	0	0	0	6	5	0	0	0	0	0	0	16	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.22323	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	6	18	0	0	0	0	0	0	0	0	0	0	15	10	0	0	1	1	0	0	36	27	0	0	0	0	0	0	98	99	0	0	9	9	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0
Escherichia|coli|562.22326	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	9	9	0	0	0	0	0	0	28	35	0	0	8	5	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
Escherichia|coli|562.22331	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	19	16	0	0	2	1	0	0	19	18	0	0	0	0	0	0	57	65	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
Escherichia|coli|562.22333	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	9	10	0	0	0	0	0	0	33	25	0	0	7	12	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Escherichia|coli|562.22350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	6	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.5740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	23	35	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.6958	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	1	0	0	15	18	0	0	0	0	0	0	74	90	0	0	13	20	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1
Escherichia|coli|562.7071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.7228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	12	9	0	0	0	0	0	0	34	23	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.7235	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	2	0	0	10	14	0	0	0	0	0	0	40	33	0	0	10	10	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.7257	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	15	8	0	0	0	0	0	0	41	47	0	0	4	7	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0
Escherichia|coli|562.7300	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	0	0	0	0	0	23	19	0	0	0	2	0	0	29	34	0	0	0	0	0	0	138	128	0	0	20	28	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0
Escherichia|coli|562.7382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.7564	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	12	17	0	0	0	0	0	0	1	0	0	0	20	15	0	0	0	2	0	0	31	24	0	0	0	0	0	0	125	120	0	0	20	21	0	0	0	0	0	0	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	1	0	0	0	0
Escherichia|coli|562.7585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	11	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.7586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	4	0	0	0	0	0	0	9	10	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.7587	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	4	6	0	0	0	0	0	0	11	14	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.7588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	4	3	0	0	0	0	0	0	10	11	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Escherichia|coli|562.7622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.7692	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.7736	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	5	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.7943	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	9	7	0	0	0	0	0	0	31	44	0	0	5	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.7955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	8	0	0	0	0	0	0	11	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.7956	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	6	6	0	0	1	0	0	0	7	11	0	0	0	0	0	0	25	38	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.8472	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	1	1	9	5	0	0	0	0	0	0	0	0	0	0	26	27	0	0	0	0	0	0	0	0	4	3	30	37	1	1	6	1	1	0	80	59	0	0	0	0	4	3	205	232	0	0	36	29	0	0	0	0	0	0	1	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	13	9	1	1	0	0	0	0	0	0
Escherichia|coli|562.8489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	13	8	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.8507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	4	2	0	0	0	0	0	0	12	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.8517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	4	0	0	0	0	0	0	9	13	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.8518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	5	6	0	0	0	0	0	0	10	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|562.9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.9097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	3	0	0	0	0	0	0	7	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.9098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	9	6	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
Escherichia|coli|562.9099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	12	13	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Escherichia|coli|562.9316	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	11	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Escherichia|coli|569579.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	3	0	0	0	0	0	0	9	9	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|574521.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	10	8	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|591946.4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	7	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|701177.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	1	0	0	9	11	0	0	0	0	0	0	39	30	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
Escherichia|coli|741093.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	7	4	0	0	0	0	0	0	8	18	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia|coli|83334.221	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	6	8	0	0	0	0	0	0	23	30	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
